id,body
e9996276-938d-421e-bd8e-72da2c719e9e,As much as I'm loving the banter I really want to see you. Can I interest you in a video date? Zoom or…?
9bb3ea45-46ce-456d-95b5-3b24f1c42762,Your profile is so refreshing. You sound like the kind of person I'd want to talk to
a70e58b2-46e6-4c10-aaf7-0cca621342e0,What's one reason you're actually excited to start another week?
16eb244f-7eb7-40c1-b1f2-90801924e0ab,You have a very expressive face! Not unlike a puppeteer
9b390906-fdf7-421d-ad8b-f47df7414a6c,"If your goal for the day was to be told how attractive you are (quite) and talk to a stranger, you're half way there! "
6a780f5b-3bd3-430e-8447-75510e8ed410,"Set I includes questions #1-12, Set II #13-24, Set III #25-36. We've made it easy for you to kick things off—just grab a phrase out of STARTERS and watch yourself fall in love 🌀😍"
dbf152a9-f284-4bbe-a2fb-fe7446528843,"Fuck, Mary or kill. Caffeine, alcohol and weed. What’s it going to be? "
fb4572d5-e155-4af7-8663-d512339fff2c,Those eyes got to come with a warning sign… I just spent half an hour looking at them!
30391c2f-fa3d-4773-9358-86487cf09e18,You’re great with words but it would be nice to see your face! Video chat?
cf962b08-f8b4-43e1-8965-46af24a4b244,"You look like a person who isn't afraid to be herself, and I respect that."
a2b4d63f-d492-4f74-8164-4d2b04baf2fe,Who knew that your eyes and hair would look so great together?
cd6ae2a7-831f-46c8-ae34-1af7e5daf3dd,I've spent enough time on these apps to know when I like someone. I like you. Are you free on _____ night for dinner?
785f55e5-d504-43f0-93a1-e18d7e6b69a0,What’s the top 3 things on your bucket list that you want to do or accomplish? 
6d192d43-49f3-4bd0-a3d7-74e6e3654d9a,"You seem really playful and fun, and that's exactly how I like to spend my time. What are you up to this weekend?"
600ce633-202b-40e9-bc2c-0a98d8ee46d9,"I must say, I feel totally the opposite! "
b2e875e3-c999-40e8-b683-b9a5a9cefd21,"What was your high school mascot? ... you know you just gave me one of your password reset questions, right? \n"
35ec4311-c9c9-4605-a702-aeb8d1f16d83,Did I say something? I feel like you're annoyed. Let's rewind the clock ⌛️⏳
818ee4e7-e41c-4c26-b7a2-7f9a572506d2,I haven't heard from you in awhile and I'm getting the feeling this is over... is that true?
482f3190-c068-4e50-8ddf-f8c39ebcf327,"If you could go back to any historical event, and have the same exact outcome happen, what event would it be?"
0ba26a6f-3fbf-4e3e-ab53-af20ea983a64,I'm getting serious butterflies just thinking about meeting you 🦋
0e21f9c5-80a8-4584-a927-ece9f79270de,"Since we can't really go anywhere during this shutdown, how about a picnic and a walk around the park on Sunday?"
14334db5-8f44-459a-a5b9-079d27388863,What was the wildest night out you’ve ever had and why?
d26b01c2-f084-494b-a1d1-4c7a2789655d,"I played football in junior high & high school, but I’m not obsessed with sports, or even really up to date on rosters, standings, games etc. \nI like playing sports (played some softball\nand volleyball with friends this year) and the social part of watching them together but that’s mostly it."
d1d5fb7a-1cd4-40be-968f-ad9de5231e81,You seem like you'd be a lot of fun to be around.
baf96371-af8d-4c50-a9fd-7eb7d62b6789,"Set I\n\n1. Given the choice of anyone in the world, whom would you want as a dinner guest?\n\n2. Would you like to be famous? In what way?\n\n3. Before making a telephone call, do you ever rehearse what you are going to say? Why?\n\n4. What would constitute a “perfect” day for you?\n\n5. When did you last sing to yourself? To someone else?\n\n6. If you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the last 60 years of your life, which would you want?\n\n7. Do you have a secret hunch about how you will die?\n\n8. Name three things you and your partner appear to have in common.\n\n\n9. For what in your life do you feel most grateful?\n\n10. If you could change anything about the way you were raised, what would it be?\n\n11. Take four minutes and tell your partner your life story in as much detail as possible.\n\n12. If you could wake up tomorrow having gained any one quality or ability, what would it be"
90a122a9-1c7d-4dfa-ade2-e6f03c11f274,"I understand this disqualifies me, but what's a secret you keep so deep down that you could never share with your significant other?"
8cade131-faed-4a23-8f8c-a97023d0746c,Food tastes way better when somebody else cooks it. Agree or disagree?
54143e0a-c26d-4c17-ba60-f9d06ea9503d,Work is killing me right now and I don’t think I'm going to make it unfortunately. Can you do another time?
0f034c70-9494-4335-a27f-436f35651376,Bring it up by asking how he/she is feeling. Try using one of our phrases in Connect > Salvage or Connect > Reignite.
f740c745-f6c2-497f-b33f-697e63a0c351,"This is the beginning of Set I. At the end, we'll take a break. Are you ready?? Here we go!"
71c18b23-f6ec-4731-b949-205618edf49f,What's the best roll at a sushi restaurant? Hint: there is only one correct answer to this question
c23aa940-0e4f-461b-ae10-8abb2dde296a,I disagree. Do you think this will be a problem for us 5 years down the road?
652281f4-3c58-47e2-ae7c-5858490e99d0,"Laughter is the best medicine, and you seem like someone who knows how to use it!"
fc189d79-0898-48fb-aac4-84af711c1160,Keys
1efb3207-8f94-45e0-b430-12b6a098091a,Rate how your day is going on a scale of 1-10 now that I texted you
76c5a71d-1c45-4be8-b71e-be0a734b1e37,"They say not to mix politics and romance, but they have clearly never watched House of Cards. What are your views?"
5454dc94-480b-4ab3-8bb5-7c8b7c06197b,"Looking at my calendar, it says here ""1st Date w/ ____"" next week. When are you free? 😘"
d56e30eb-0fbc-4ec1-a64c-f61d0872f57e,"I’ve always gotten along with shy folks, but I have got to admit none of them have been nearly as cute as you, so forgive me if my awkwardness shows.￼"
266331a6-e7ba-46b5-8c02-9cc64a256d53,Ho
1e2c1130-0dcc-4c5c-a435-120c4478e5f1,"Would you consider yourself religious, spiritual, secular, atheist, other?"
2d05900c-2c4c-426e-9fd0-a75067a8b672,"I'm confused. One minute you're into me, the next it's crickets. What's going on?"
cb69bf7c-034c-429d-a7cb-39d736e7f411,Hey I’m Jake :)
786daf7b-d06e-40c8-9963-74ee8b366a80,You have $2 trillion and a full pardon from every standing world leader for whatever you might do. What are you planning?
7787258a-f4d0-4675-8b34-48deb2d2e36c,I like your style.
0157fee4-537f-4ac1-8570-fcc6b1b65582,"Is this a one night stand kind of thing, or one night and see where we stand kind of thing?"
9e665deb-9483-41e4-89cc-400e8bf5008d,"So what’s your story? Tattoos, felonies, any crazy exes I should know about "
352b3f83-de16-4f14-972c-0ec64ac8f4a9,I saw your profile and thought “this girl is going to be the death of me.”
4268b0f5-fba2-4b52-ab8e-e1c02a874d41,YES! I THOUGHT IT WAS JUST ME! SORRY FOR YELLING
1d94cba4-765b-4c6d-8930-d6e250364cc5,Yeah I can’t remember maybe you could help me remember by tell me things about you 
b71e29dc-2837-461d-b186-a20a54c80602,Hi Sarah ☺️ Does your dog get jealous of how cute you are?
f8d9b236-39ea-4c4e-99c6-298a156f5bf0,Everyone is saying 2021 is going to be better than 2020. Why are they wrong?
e72569ae-b9a2-4381-8888-8e55a33bfe00,"The sun is up, the sky is blue, today is beautiful and so are you."
f60e97ff-b175-4dc3-8d14-a8dfb2d19510,Describe your perfect day ... 
5f945d80-6184-414b-ab4a-ddd5d4af6aa4,"I'm having a hard time writing you, because all I can think about is kissing you"
256272d1-e104-4f79-a46c-f64a6d0baacb,I'm really enjoying getting to know you and I'd love to know where you see this heading?
b440ffba-0ede-4a45-800a-2557b44b7d1f,Your eyes are like the ocean; I could swim in them all day.
78ed5cfe-4dcd-4c17-98e4-e1f02568492e,What subject do you like to talk about for hours on end?
35bdde5f-a6a0-4fd7-988e-aa7b007dbaa2,"Based on my profile alone, what are some assumptions you have about me?"
4169b437-eac7-4b97-ade1-61fc22e4678a,Would you rather swim in a pool full of jello or pool full of lucky charms marshmallows?
d2d76e38-067e-4dd5-bfcc-2ae00d3b7046,"Who knows you the best? Your ex, your best friend, or your mom?"
291e7edd-e921-48fc-a893-263f066c8e71,What's something you did your freshman year that you regret?
47b39e92-da88-4952-80d7-9d12a99dac75,Stories commonly appear when a partner hasn’t texted for a period of time (“they’re pulling away”) or they cancel plans (“they’re losing interest in me”) [next]
670abaea-9aff-4f95-b08b-a57a765b83ca,"If you could pick a superpower, what would it be?"
1ac24130-6f92-44cf-821f-fda6346fa092,"If you were a triangle, you'd be acute one!"""
e16d9c45-c019-4214-81ea-c199c53f0956,I got you. Use this link to skip the 15k waitlist 👉 https://earlyaccess.thekeysapp.com/JOnJYlBwqfb
30a57aa4-c1ce-4e3e-b5fc-a4c80937e109,"If you had a billion dollars, what would you do with it? "
a2a75407-74d8-4fab-8f30-a1a7c0825c96,"“What” questions are ok, but “how/why” questions are better. For example, asking what someone does for work is not as interesting as asking *how* they got into it or *why* they chose it (next)"
bc85e4e5-88ac-435a-b50d-6a84763adbce,What’s a game you like to play?
6d2c3616-2fd4-4f3f-81fc-51bf3d89c1c9,Your smile says you’re nice. Your lips say you’re naughty. Interesting…
1f8afdf8-7c49-4c50-b1d9-d597b4507321,"You know how to have a good time, but you also know how to connect and get to know someone."
da4d9f73-fa78-411e-8525-6e40a7b6d797,Compare yourself only against your previous self; not against anyone else or their situation.
828bf80e-7361-4b49-82de-7e9c8732d0dc,"wassgood imma keep it real, i think you is a whole baddie! So i wanted to at least shoot my shot and get your number before i kicked myself for not tryin😂"
ef6e048a-426b-4c9c-8624-8dd5d33095e7,Do you spend your friday nights going out or curled up at home? not sure which sounds better right now haha
fe566fa8-820d-4069-8659-241027255351,"WINNER! YOU have been randomly selected from an assortment of matches to receive an old-fashioned, 1950's style date which includes dinner, wine pairing, dessert, coffee after dessert, and a chaste peck on the cheek at the end of the night on your doorstep. Would you like to accept? Y/N"
f557a9cc-7ab9-4d3c-a2e2-e0777baf5ae5,Daddy’s home
1f6658f9-f54e-4f70-9e0c-43de2c40daae,"I gotta be honest, you were the match I was hoping for 😅"
40fafa81-d5f1-46d5-bd0e-114d2fd2f124,So what kind of men have you dated in the past? What are your exes like?
fd4c6bf3-142e-4d2b-be73-c8335c8cc71f,I'm a great cook but I can't bake to save my life. Does that make us the perfect match? (fingers crossed)
e07791b2-b3fb-4b5d-9fae-41ac2d9b6561,I’m a software engineer at Ovo Energy 🌿 coding towards that zero carbon future 🤞🏻
583debc7-4de0-4ec3-91c7-112493c2abd6,"Which of these better describes you: ""I wish I was at the beach, it's so relaxing"" or ""I wish at the beach, it's my favorite place to party""?"
067365ec-992d-45d6-9652-dff965513f8b,My 3rd grade crushes name was ____. I used to steal her crayons and pull her hair to prove my\nlove
d7a592c8-9169-400c-a2ff-772ae9e938d1,What was your first job?
f6401c0f-7059-4e7a-8d53-b8bb02d30b1e,Has anyone told you that you are productivity cryptonite? I keep catching myself thinking about you
d31c37a4-d20f-42e6-a0e3-9d49bc7f096c,It's St. Paddys. You know what that means. Corned beef.
f890f4a4-1c1e-4ee7-ba70-0ca8b247b351,When did you last cry in front of another person? By yourself?
f5d01330-c2c3-4222-bfa3-fb21c1cf16d1,Praise authentically. Try one of our phrases from Connect > Compliments. 
46091c56-d16d-4076-882d-606c5448ff75,I feel like 🥰 when I'm with you
38de5ab4-5bb9-4bf2-9bbd-8c64666b26eb,What's one thing you wish you could change about yourself?
f4d428ab-42e3-485b-a0c4-e9b469316a7f,What's one thing you wish you could change about your ex?
e4df234f-9b78-4b1a-b5de-46f521ad2dcb,I really want to travel the world.. What's the farthest you've ever been from home?
adc2208b-0cda-44dd-a57b-b6a998bbfac0,Hey fancy face what’s happening?
cc21a058-5038-48c9-b84e-926f4a29ab53,What do you do for fun? Major brownie points for cooking or baking!! 😬
718036cd-b070-4d6d-8729-18c27d956b3f,Here are some of my dating rules:\n\n1) no numbers exchanged til after we meet (tho I’m open to phone calls first) I’ll call you & block my number bahahaha #security \n\n2) no full name til a few dates in\n\n3) limit work talk as much as possible\n\n4) slow to sexy fun times in order to be safe during these times. *gestures broadly 
3c902a3e-2d3c-4994-9d8b-9900e9bc2566,Are you a Surgical/N95 type of person or a fancy-designer-mask type of person?
71e1929b-3f4d-4c3e-ab2a-d51b1b309757,"You seem like a very chill person, but you also seem to know how to have a good time. I'd love to get to know you."
b233004c-b736-4b27-a4c4-2c17953a2fb5,Does your dog have an ig? Asking for a friend
2a609eb6-e877-4906-b1c2-5971390224ca,Burning question—zoom or google hangouts? 
b3f98e58-fa95-4a0a-9c7e-c76481558ea8,What's one personality trait you get from your star sign?
30809fd1-3ed4-4a91-ba4c-af59be56cb64,hi taylor and kate! 
702cef29-637a-4da2-96b6-b33658d81381,I think I want to get to know you better. What do you think?
982586bf-7260-4320-a12f-fc8bfd3e800c,"I love your description, makes me want to get to know you better!"
a62c79ca-20a7-409d-b697-a63396825ea1,You have a very specific aesthetic. Your photos make me feel like I’m watching a movie or living in a painting
55b0cd97-8e30-4e16-a3fa-10782594e2ed,You probably get this a lot but I want to personally say I think you’re really pretty☺️
f19e5804-067d-48bc-8dda-fcfcf1578afc,What are you studying? And why does it interest you?
ac7b2f50-4d25-4940-9e45-2d0a29ff5635,"Hey, you’re not crazy, right?\n"
4ff2df75-6698-449a-b9d9-416dacdd6a95,"The one thing I’m intersted to know about you : if you given a control to play one song at a party, which song will you play ? "
1970161d-6d25-42b7-ba53-4a3b4a89f98a,Date
b3c8fdc6-e85f-4aef-89e0-6d7b97b904b5,"What's your sign? Time to find out if we're meant to be together for now, a few months, or forever"
5348f9d6-3cd5-447a-b938-2020a894480a,"You up? Jk, sweet dreams"
e59e3f88-1e4a-40f8-9e42-440e5657adfc,What’s the most spontaneous thing you’ve ever done?
992ddcd7-0731-4eed-b42f-f34e955c611b,Yooo
79e7a3c1-d851-495e-864b-2a1af4140106,Your secret antidote recipe for the Sunday 👻  is what again? Working up a batch and forgot the ratios again
6e2a3635-2d53-4417-aa46-409e5a9f0442,"So there's this thing called the ""36 Questions to Love."" It's 36 questions, and if we both answer all 36, supposedly we'll fall in love. It sounds a little cliche, but I'm curious. Are you game?"
9570c6bf-d69f-4723-b69f-49ef22b3d298,"You are not going to be a match for 95% of people out there, and that is OK. Your unique characteristics and experiences will make you a match for the right person [next]"
26356e13-c0e3-4f3c-9aaa-4003a6a60aff,Could you date someone who music preference is? metal rock or rap music
15d9b4cb-d98e-4590-a7d3-7a33515e5600,A “.” at the end of a message signals closure. That’s a no-no when it comes to conversation. It also signals emphasis. (<-- see that?) [next]
f6562163-4e56-4fc4-a62b-e941774bb66b,You have the best smile. I've been checking out your profile for about a minute and I'm already smiling.
c3ff7fa6-7f96-4e42-b5f8-d78cdf89088f,"Hey, I might be wrong but you look like you’re worth getting to know. \n"
522ea0c9-4eb8-4379-9eb9-1b68ad3eefed,Challenge! Tell me a story about a time that you got kicked out of somewhere.
4948af78-65cf-460b-b83b-d251fad5f436,"This is an automated message to remind you of me. To continue the conversation, text HEY CUTIE. To unsubscribe, text BOO"
21a7e3d7-a98e-4ca2-a833-a6f85b6de2ed,Your smile says you’re nice. Your lips say you’re naughty. Let me slap that ass and find out😈😉
d76f5c1e-aa8d-4261-88e0-6eacff7e6fb5,"I don't know we don't know each other yet, but my crystal ball tells me you're special. And I always trust my intuition...err, crystal ball :) "
f0ea9498-219b-4918-a771-1911635cdf1c,"How do you like your coffee? I like mine black, strong, and with you 😉"
c62cb287-26eb-4eb8-a9ad-2f42b1ed47bb,"Second, there is speed. You can never ask for someone’s number too early. Let me say that again. You can never ask for someone's number too early—only too late. Err on the side of asking too soon and having the chance to ask again later than asking too late after they’ve moved on [next]"
9c81e283-7dce-445c-8c4c-97c42d79c426,You seem like a person who knows what they want. What is something you want in life right now?
d5dd84c1-f345-4593-b4a3-43b44e16db9c,I'm glad our lives touched briefly ✌️
123ec5d6-fa76-47d2-b4a2-eeca2e900443,____ or ____. There is a right answer ;)____ or ____. There is a right answer ;)
1fcdfc77-7d3d-48db-95f3-59794d47eb65,"You seem like a person who is driven to succeed, but you also have a lot of fun doing it. That's an impressive combination."
8d10c7d6-7dc5-4a30-b171-d463e7c42dbd,I get the impression you've had a colorful life—something I admire. Tell me a little about your life up to now?
ddf5d2e2-a1e3-4b62-bc19-4db5d4236117,What's the strangest thing that's happened to you in an elevator?
bb41611a-f352-4dfb-88e7-561de5e06c04,"Air, Fire, or Water sign? Curious if I'm walking into a tornado, conflagration or tsunami"
5e4541ba-3336-4c10-b6aa-23af45b2d469,I’ve never felt more comfortable in a first conversation than I have with you. How do you do that?
5ce68d15-4b8e-435e-b1d6-cbbdd0d216b3,"In your opinion, which is more important: to explore the natural wonders around you or to spend time with friends and family?"
44bcbee1-17ec-4be1-b898-9b6fbad8aab3,Star Wars 
792895d9-deb4-4edc-b5ba-226a240c1ff3,I'm always a sucker for eyes like yours.
22dc6a1d-69d8-4e87-b1ec-600b8a5551e3,"Could you ever date someone whose bagel order is: plain bagel, plain cream cheese?"
38d2779c-b1a0-4359-8246-5466e5180b71,Your job seems cool! How you'd get into it?
c6aa1292-037b-452d-8356-864fd0999782,"Hey, stranger. Stop being a stranger"
2f56b388-0db2-4ccc-b337-8a9204ccf4ca,I’m a sucker for a girl who doesn’t take herself too seriously
4626c711-86ce-4b8d-8f59-34fedbf02d47,You have the most amazing smile I've ever seen!
3e96c8d0-e1a5-4964-9644-e8de68df7b5a,Describe your ideal weekend. Friday night I ___ and then ___ ... 
5eeffe11-37db-4866-88af-6551352ed820,Bet you tryna take this L at 8 ball🤣
f90af521-e606-4a36-8f00-0c0e9f913a5d,Who's making Christmas dinner in your family? Really praying that he/she uses less salt than my grandma
95f80790-8025-423c-bdfc-eadafe20ae59,You look like you could handle a couple's costume this Halloween...what are we going as?
222c851b-a9bb-4702-8d08-208c3b454988,"Alright, I MUST hear more..."
7275fbf4-80e3-4d39-8882-8e357664fd88,You've got me intrigued.\n\nI want to know more about you.\n\nI want to get to know you better.\n\nI want to be your friend.\n\nI like you.\n\nI am attracted to you
358f2357-de7e-4323-8f93-01d18becc9dd,What kind of animal do you think you could win a fight against?
f221a1e6-228d-4d75-b7ca-148dfdc7f118,You seem to be very open and honest.
263f79cd-d899-4171-a29e-91618c8f9d2f,Did you hear about the chameleon who couldn't change color? He had a reptile dysfunction.
f6ecb128-5409-4137-9b95-211437b6f780,I'm getting the feeling you don’t want to talk to me anymore😔
2b017a1f-dbbe-496c-b152-48304cd27841,You seem like you have a lot of fun! Do you like to be silly and make people laugh?
34b40b3f-0cb0-41d7-b0d6-5fb155f60b9b,Tell your partner something that you like about them already.
5e0776a7-1866-48a1-99a2-410248360023,"Second, rejection hurts because we are operating from our ego, which can’t stand being bruised. Rise above that. Your ego is a tiger; either tame it or be a slave to it."
3715b7cf-8128-4035-a2da-f22e818e6be6,You seem interesting and intelligent. I'd like to get to know you.
fa203ff5-176e-440c-bbdd-23b653880032,Are you the kind of person who has a lot of friends?
fe64f773-902d-4267-9a87-30a146546dc8,I'm a huge fan of your profile. It's so well written.
b0ce9548-1032-406a-ad94-0854e9731f7f,What was your first concert you went to?
765417de-5f48-405f-95d7-5a85fbb2be1b,Thanks for your note but this is out of scope for our fund’s focus. All the best with the adventure of building a great company! DH 
c8c8dc41-2008-4ea1-b3a3-f009462ac1d6,Here’s a coffee on me -Tay from Keys
82c565e2-e86f-4dc1-9e9f-e56358de296f,"➡️24⬅️\nGamer (Xbox) 🎮\nI am very down to earth. I love staying in, exercising, and mostly traveling. I usually go to Vegas every few months to just relax and gamble some. 🤑 if you want to get to know me more, send me an intro or just swipe right 😁"
6c29318f-4456-486f-857d-5fcb82d43fc5,What’s a secret skill you have?
a99fbb8d-80fb-440d-9cc7-ce51090eec02,I’ve been trying to figure out why I like you so much. I think it’s because you’re so _____.
cda33076-a250-40da-92b2-96bd6dce9447,"Hey, my name's Microsoft. Can I crash at your place tonight?"
32866638-55d3-464b-bc6e-f09b9e7b8995,"If you could take a pill where you didn't have to sleep, and there would be no side effects and you'd still be healthy, would you take the pill?"
eedadf95-bf32-4ace-b17c-cd910b9c7e7b,"For a corny pickup line, press 1\n\nFor a generic greeting, press 2\n\nFor a sexual pickup line, press 3\n\nTo skip straight to it and set up a sneaky link, press 4\n\nTo repeat this message, press 5"
d6fa199b-9f71-465e-b855-6a669b5c221c,What do you do to relax?
4da30445-baf7-4aea-96f8-d7ec7286dcca,"You’re an incredible conversationalist, and I’m a lucky guy to be here with you"
b32cf3b8-e31f-4034-9ab7-01caf50b2125,"Hey GIRL’S NAME, if you could go on a plane right now where would you go?\n\n"
9264159c-2ed0-49d5-ae83-a1e625f8d498,Scary flims
24f8f0f7-6fbd-45e9-8eea-1786b9f82460,Anime
d29d35e2-20fe-459a-a61b-75d0409dc29b,I just got home from work and my dog is being super cute. What should I do??
44eb1e25-1d87-412b-8685-378d8482f3f3,What's your favorite thing about yourself?
eb702de4-74b4-47d1-8215-5288cf8a53fc,Lemme just cut to the chase. I saw your profile and i thought you was cute. So i wanted to shoot my shot and see what happens 💯
3700f3df-a79a-4372-9818-7e81ecef3c46,If you were any type of drink what would you be?
77197e48-be2c-4310-81c2-c6b0fd496804,omg i cant believe it worked haha
0118351e-60a2-4bb6-9078-f2a0fa75c0ed,Matching with you made this Monday a whole lot better!
204c1c7b-74f9-4aa8-a003-a9899f44dace,"Hi, I'm a rich Nigerian prince and I need someone to guard my millions. All I need to complete the transfer is your phone # 😇"
f491104c-4540-4880-b01e-ead76cbf9cf6,I like that you're always curious about the world
7c69f5a3-a50d-459b-9676-66fc1ac04c90,"Lemme try again. I’m tiny, so I’m terrible at sports; I’m lazy, so I use a dating bot to text for me; and I have a younger sister that everyone think is cuter than me"
d799080f-3ddf-4e84-89fe-b3c2780b27c3,You think I'm cute. I think you're cute. That makes us even
8ee320b8-90d8-416f-bf6f-b13e6204978c,I noticed your profile is focused on your personality. I love that! I want to get to know you.
5e20ed6b-ab7e-4281-8e5f-8e5e3f38dafa,Gamer
c72642c2-9083-4970-b7e1-440049c75aec,This 🌹 won’t get you 100k followers but it’s still special cuz I chose you over 9 others. 1-10 how bad do you want your pick up line to be?
37ee23f2-2305-4d14-81aa-313373c55be8,Are the X-Games still on? Does Tony Hawk still shred? What year is it????
5000117a-169c-45e9-9097-ed4475174541,"😍If I were to ask you out on a date, would your answer be the same as the answer to this question? 🍃👀"
3474020b-27b6-42ed-a8f1-2313f8061338,Country roaadddssssss
f0cd54aa-c18c-45b9-970d-9ca6e2d4918e,"Of all the people in your family, whose death would you find most disturbing? Why?"
5f1f731a-537a-4901-91bb-1ff5d76b3aac,"Hello👋🏾, given the choice of anyone the world, (dead or alive) who would u want as a dinner guest? What would you eat and what would  you talk about?"
44abb729-c909-4d62-8c28-17a11f794332,I like your style. What’s your favorite thing to do on a Friday night?
e4d6872f-71de-4846-b94c-7985304a71df,I love the convo we're having but I'm more of an in-person kind of guy 😊 Would you like to go on a date with me?
0eb94d14-2836-45d4-8259-d64c359cf27f,So I’m actually from the future. We’ve been married for 20 years and I’m trying to settle an argument about what we did on our first date
e489151a-d4ee-4cda-9541-2a5db8b7c519,All I’m saying is I think you and I would look good together. What do you think?
2e749cb2-8c4f-4df1-9eec-109155162f08,You're awesome. I'm cute. I wonder which of us would win a fight 😇
715bb8e6-1c4c-4046-a5eb-ac731e4ce6fe,Why do white girls walk in odd numbers?\nBecause they can’t even!
83bc70df-0c9c-4e6d-98cb-bf80d2f10fc8,Would you rather drink hot chocolates by a fire in the snow or piña colada’s out of a coconut on a beach in the sun?
9d1712af-f7ce-49cd-9a14-9a81cc19cfdf,Have you heard “in every walk with nature one receives more than they seek”? Your photos reminded me
9516aca9-cc14-4c6a-b945-97bf52788aa0,Did youu know there are 27 bones in your hand but 28 if your feeling lonely 😜
caeb7e60-8bef-4995-8a6f-1d997ca37f13,"Halloween costumes. Are you more a Cassie from Promising Young Woman, or Beth from Queens' Gambit?"
9390ea90-6067-48fb-a1d1-c5cad09c0400,Looks like you're a skier? What's your favorite mountain? 
5f995fa9-7af1-4bca-b4f2-ee34c983c1d3,🐕 .... Ahhh Rocket! Come here boy! ...sorry he wonders off into beautiful women’s DMs sometimes. He’s looking for a dog mom apparently ... bad dog! 
fdb523d3-92a8-4878-a09a-40bbedb3b60d,"Pinch me once, shame on you. Pinch me twice...pinch me again plz 😜"
2398a85d-cf64-4fcc-8f52-2305d2885f15,It sounds like you've had a long day. Do you want to tell me about it?
9bef48d0-b2aa-4c74-afb5-2c8a6483683d,"Hey like the vibe, quick question.."
8dd7fd9d-0a4a-43f0-ac79-56f35ca7b8f7,You're in Miami and it's 10AM. Are you walking home from the club or waking up to go to the beach?
ddf29804-6e43-45a6-b2b6-130092432d75,"I normally don't try to restart a convo that's been dead this long, but I have a special feeling about this. Pick up where we left off?"
f2f5f936-cbed-4f2b-a597-08c7349b54e6,"Okay, I give you the aux. What song do you play? 😍"
ea95bf49-f5cc-420b-9ae5-9ea07af139ea,Wow! You make me feel like I’m at the beginning of a really good adventure.
db577390-5d0b-45d2-b917-4f739cfe70a1,add
1e6b74f4-26ee-4784-90e1-91cb2cad722f,Which realtor would you use—Million Dollar Listing or Selling Sunset?
ef3b8808-1b31-47a5-a447-042215edb261,"lemme just get to the point. i aint lookin for nun serious and just want sum fwbs that be goin on cool adventures. All dat shit b, Down or nah? "
0cce2bd8-171e-45b4-b1e7-0905839f0de5,What was your best Halloween costume?   
7f3e0506-aead-4b06-a2f6-f93d5e72f074,"If you could change anything about the way you were raised, what would it be?"
0744498c-a337-4724-9f2f-62cef486641e,What's the most played song on your Spotify?
9e401b71-a5ca-4463-aa5c-4a1404ca9c3b,Not all pictures have to be taken during the perfect time of day. Some things can look amazing at any time.
51132bfa-38c8-493d-9372-08ae6539b4af,"I know it's basic, but what are your plans for the holidays?"
adacdbf0-d8b4-42c2-840c-7b7adb00211b,Turns out I'm not going to be able to make it. What are you going to do with all your free time?
ffaaaf97-2724-4358-97ef-f01e928ba56d,"I’m not usually this forward, but I’m going to go ahead and say it. You’re beautiful"
49f62072-7801-422c-8f75-0e34da5187b1,Thought I’d make your day by shooting you a text so here I am 
5475f928-b5e9-470b-85dc-2a9ae2e49191,"If you’re feeling anxious, ask if it’s because of a Story. If it is, take a deep breath, exhale, and put it out of your head. It’s just a story. "
723249a0-5c33-4db5-8c5d-0171a3cf5f48,What do you want to be when you grow up?\n
1cec1035-5217-4c5f-a454-46c07e2a8f18,"If I looked in your beach bag, what would I be surprised to find?"
64db5e01-1d87-47b3-8391-d95771a22149,"Hey, I wanted to be upfront and say that I'm definitely developing feelings for you...and I'm wondering if you are too"
3b4e76e0-27dd-42c1-827c-a3318d9625bb,"If you could trade places with any person on earth for one week, who would it be?"
52d67cc0-8094-40fd-a603-5eec2558ed6b,"If I ever become president, I promise you won’t have to go to work on Fridays anymore. Do I have your vote?"
6656afd0-c7c4-4605-b8fa-3b6cec4f7637,"Do you do anything crazy outside? Hiking, sky diving, base jumping?"
390f5499-e813-4dd0-aa87-d81cdcd7f3b1,I’m here to initiate our romantic love story that’ll end in tragedy 
930a00b1-f021-4269-9638-b10089ad2007,Sure coffee is great but how do you feel about legalizing psychedelics? 🍄 
3256ce71-bbb4-4c94-87de-fd8de1c40eee,Do you prefer to get away from the hustle and bustle of city life for a few days or weeks?
78dd6264-f12f-44c4-b9c0-9e7260a2c903,I'm a great cook but I can't bake to save my life. Does that make us the perfect match? (🤞)
82df63a2-38e8-44a5-b0e0-9674c6247161,"Lil Baby, Da Baby, or... BhadBhabie??"
866734f5-c781-408d-a7e9-10fa4076fcb6,You're so cool and calm. You make me feel good about myself.
6d1c2de2-6831-4f2c-b479-f3d49bb13356,Morning sexy. Can't wait to see you later
709ad0fa-72c1-4f14-9127-05dd4354fb4f,Got any motivational words to get me to the weekend?
a56e61e9-438d-48cc-8c71-cfd6b3604dbe,Did you eat lucky charms for breakfast because you're looking magically delicious!
c579b9f3-0fdd-4340-ab39-afc3a4e51284,Tell me something that you’re really good at but only like 1 person knows about
a749e059-1086-4806-8fee-c1af6a7334a0,"Hey, I’m the one! You can delete this app now"
ffcad241-4591-4617-9fa1-1655e065b321,It's wednesday and I'm 30 and drunk. Oh it's st patricks day? Thank god 🇮🇪
1820a92b-c3f0-48f5-bb50-72285e94b0f6,"Sex first, then relationship? Or relationship first, then sex? Asking for a friend..."
